date,home_team,away_team,team,scorer,minute,own_goal,penalty
2021-03-24,Antigua and Barbuda,Montserrat,Montserrat,Lyle Taylor,7,FALSE,TRUE
2021-03-24,Antigua and Barbuda,Montserrat,Antigua and Barbuda,Eugene Kirwan,23,FALSE,FALSE
2021-03-24,Antigua and Barbuda,Montserrat,Montserrat,Lyle Taylor,26,FALSE,FALSE
2021-03-24,Antigua and Barbuda,Montserrat,Antigua and Barbuda,D'Andre Bishop,45,FALSE,FALSE
2021-03-24,Belgium,Wales,Wales,Harry Wilson,11,FALSE,FALSE
2021-03-24,Belgium,Wales,Belgium,Kevin De Bruyne,22,FALSE,FALSE
2021-03-24,Belgium,Wales,Belgium,Thorgan Hazard,28,FALSE,FALSE
2021-03-24,Belgium,Wales,Belgium,Romelu Lukaku,73,FALSE,TRUE
2021-03-24,Dominican Republic,Dominica,Dominican Republic,Fran Núñez,52,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Estonia,Rauno Sappinen,12,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Patrik Schick,18,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Antonín Barák,27,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Tomáš Souček,32,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Tomáš Souček,43,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Tomáš Souček,48,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Jakub Jankto,56,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Estonia,Henri Anier,86,FALSE,FALSE
2021-03-24,Finland,Bosnia and Herzegovina,Bosnia and Herzegovina,Miralem Pjanić,55,FALSE,FALSE
2021-03-24,Finland,Bosnia and Herzegovina,Finland,Teemu Pukki,58,FALSE,FALSE
2021-03-24,Finland,Bosnia and Herzegovina,Finland,Teemu Pukki,77,FALSE,FALSE
2021-03-24,Finland,Bosnia and Herzegovina,Bosnia and Herzegovina,Miroslav Stevanović,84,FALSE,FALSE
2021-03-24,France,Ukraine,France,Antoine Griezmann,19,FALSE,FALSE
2021-03-24,France,Ukraine,Ukraine,Serhiy Sydorchuk,57,FALSE,FALSE
2021-03-24,Gibraltar,Norway,Norway,Alexander Sørloth,43,FALSE,FALSE
2021-03-24,Gibraltar,Norway,Norway,Kristian Thorstvedt,45,FALSE,FALSE
2021-03-24,Gibraltar,Norway,Norway,Jonas Svensson,57,FALSE,FALSE
2021-03-24,Guatemala,Cuba,Guatemala,Luis Martínez,59,FALSE,FALSE
2021-03-24,Latvia,Montenegro,Latvia,Jānis Ikaunieks,40,FALSE,FALSE
2021-03-24,Latvia,Montenegro,Montenegro,Stevan Jovetić,41,FALSE,FALSE
2021-03-24,Latvia,Montenegro,Montenegro,Stevan Jovetić,83,FALSE,FALSE
2021-03-24,Malta,Russia,Russia,Artem Dzyuba,23,FALSE,FALSE
2021-03-24,Malta,Russia,Russia,Mário Fernandes,35,FALSE,FALSE
2021-03-24,Malta,Russia,Malta,Joseph Mbong,56,FALSE,FALSE
2021-03-24,Malta,Russia,Russia,Aleksandr Sobolev,90,FALSE,FALSE
2021-03-24,Portugal,Azerbaijan,Portugal,Maksim Medvedev,36,TRUE,FALSE
2021-03-24,Saint Kitts and Nevis,Puerto Rico,Saint Kitts and Nevis,Vinceroy Nelson,42,FALSE,FALSE
2021-03-24,Serbia,Republic of Ireland,Republic of Ireland,Alan Browne,18,FALSE,FALSE
2021-03-24,Serbia,Republic of Ireland,Serbia,Dušan Vlahović,40,FALSE,FALSE
2021-03-24,Serbia,Republic of Ireland,Serbia,Aleksandar Mitrović,69,FALSE,FALSE
2021-03-24,Serbia,Republic of Ireland,Serbia,Aleksandar Mitrović,75,FALSE,FALSE
2021-03-24,Serbia,Republic of Ireland,Republic of Ireland,James Collins,86,FALSE,FALSE
2021-03-24,Slovenia,Croatia,Slovenia,Sandi Lovrić,15,FALSE,FALSE
2021-03-24,Suriname,Cayman Islands,Suriname,Shaquille Pinas,22,FALSE,FALSE
2021-03-24,Suriname,Cayman Islands,Suriname,Ryan Donk,38,FALSE,TRUE
2021-03-24,Suriname,Cayman Islands,Suriname,Gleofilo Vlijter,76,FALSE,FALSE
2021-03-24,Turkey,Netherlands,Turkey,Burak Yılmaz,15,FALSE,FALSE
2021-03-24,Turkey,Netherlands,Turkey,Burak Yılmaz,34,FALSE,TRUE
2021-03-24,Turkey,Netherlands,Turkey,Hakan Çalhanoğlu,46,FALSE,FALSE
2021-03-24,Turkey,Netherlands,Netherlands,Davy Klaassen,75,FALSE,FALSE
2021-03-24,Turkey,Netherlands,Netherlands,Luuk de Jong,76,FALSE,FALSE
2021-03-24,Turkey,Netherlands,Turkey,Burak Yılmaz,81,FALSE,FALSE
2021-03-25,Andorra,Albania,Albania,Ermir Lenjani,41,FALSE,FALSE
2021-03-25,Bulgaria,Switzerland,Switzerland,Breel Embolo,7,FALSE,FALSE
2021-03-25,Bulgaria,Switzerland,Switzerland,Haris Seferovic,10,FALSE,FALSE
2021-03-25,Bulgaria,Switzerland,Switzerland,Steven Zuber,13,FALSE,FALSE
2021-03-25,Bulgaria,Switzerland,Bulgaria,Kiril Despodov,46,FALSE,FALSE
2021-03-25,Canada,Bermuda,Canada,Cyle Larin,19,FALSE,FALSE
2021-03-25,Canada,Bermuda,Canada,Cyle Larin,27,FALSE,FALSE
2021-03-25,Canada,Bermuda,Canada,Richie Laryea,53,FALSE,FALSE
2021-03-25,Canada,Bermuda,Bermuda,Kane Crichlow,63,FALSE,FALSE
2021-03-25,Canada,Bermuda,Canada,Cyle Larin,69,FALSE,FALSE
2021-03-25,Canada,Bermuda,Canada,Theo Corbeanu,81,FALSE,FALSE
2021-03-25,Curaçao,Saint Vincent and the Grenadines,Curaçao,Juninho Bacuna,1,FALSE,FALSE
2021-03-25,Curaçao,Saint Vincent and the Grenadines,Curaçao,Anthony van den Hurk,17,FALSE,FALSE
2021-03-25,Curaçao,Saint Vincent and the Grenadines,Curaçao,Juninho Bacuna,35,FALSE,FALSE
2021-03-25,Curaçao,Saint Vincent and the Grenadines,Curaçao,Jarchinio Antonia,45,FALSE,FALSE
2021-03-25,Curaçao,Saint Vincent and the Grenadines,Curaçao,Elson Hooi,87,FALSE,FALSE
2021-03-25,El Salvador,Grenada,El Salvador,Gerson Mayen,23,FALSE,FALSE
2021-03-25,El Salvador,Grenada,El Salvador,David Rugamas,46,FALSE,FALSE
2021-03-25,England,San Marino,England,James Ward-Prowse,14,FALSE,FALSE
2021-03-25,England,San Marino,England,Dominic Calvert-Lewin,21,FALSE,FALSE
2021-03-25,England,San Marino,England,Raheem Sterling,31,FALSE,FALSE
2021-03-25,England,San Marino,England,Dominic Calvert-Lewin,53,FALSE,FALSE
2021-03-25,England,San Marino,England,Ollie Watkins,83,FALSE,FALSE
2021-03-25,Germany,Iceland,Germany,Leon Goretzka,3,FALSE,FALSE
2021-03-25,Germany,Iceland,Germany,Kai Havertz,7,FALSE,FALSE
2021-03-25,Germany,Iceland,Germany,İlkay Gündoğan,56,FALSE,FALSE
2021-03-25,Haiti,Belize,Haiti,Ricardo Adé,50,FALSE,FALSE
2021-03-25,Haiti,Belize,Haiti,Steven Séance,81,FALSE,FALSE
2021-03-25,Hungary,Poland,Hungary,Roland Sallai,6,FALSE,FALSE
2021-03-25,Hungary,Poland,Hungary,Ádám Szalai,53,FALSE,FALSE
2021-03-25,Hungary,Poland,Poland,Krzysztof Piątek,60,FALSE,FALSE
2021-03-25,Hungary,Poland,Poland,Kamil Jóźwiak,61,FALSE,FALSE
2021-03-25,Hungary,Poland,Hungary,Willi Orbán,78,FALSE,FALSE
2021-03-25,Hungary,Poland,Poland,Robert Lewandowski,83,FALSE,FALSE
2021-03-25,Israel,Denmark,Denmark,Martin Braithwaite,13,FALSE,FALSE
2021-03-25,Israel,Denmark,Denmark,Jonas Wind,67,FALSE,FALSE
2021-03-25,Italy,Northern Ireland,Italy,Domenico Berardi,14,FALSE,FALSE
2021-03-25,Italy,Northern Ireland,Italy,Ciro Immobile,39,FALSE,FALSE
2021-03-25,Liechtenstein,Armenia,Armenia,Noah Frommelt,83,TRUE,FALSE
2021-03-25,Moldova,Faroe Islands,Moldova,Ion Nicolaescu,9,FALSE,FALSE
2021-03-25,Moldova,Faroe Islands,Faroe Islands,Meinhard Olsen,83,FALSE,FALSE
2021-03-25,Panama,Barbados,Panama,Jair Catuy,82,FALSE,FALSE
2021-03-25,Romania,North Macedonia,Romania,Florin Tănase,28,FALSE,FALSE
2021-03-25,Romania,North Macedonia,Romania,Valentin Mihăilă,50,FALSE,FALSE
2021-03-25,Romania,North Macedonia,North Macedonia,Arijan Ademi,82,FALSE,FALSE
2021-03-25,Romania,North Macedonia,North Macedonia,Aleksandar Trajkovski,83,FALSE,FALSE
2021-03-25,Romania,North Macedonia,Romania,Ianis Hagi,86,FALSE,FALSE
2021-03-25,Scotland,Austria,Austria,Saša Kalajdžić,55,FALSE,FALSE
2021-03-25,Scotland,Austria,Scotland,Grant Hanley,71,FALSE,FALSE
2021-03-25,Scotland,Austria,Austria,Saša Kalajdžić,80,FALSE,FALSE
2021-03-25,Scotland,Austria,Scotland,John McGinn,85,FALSE,FALSE
2021-03-25,Spain,Greece,Spain,Álvaro Morata,33,FALSE,FALSE
2021-03-25,Spain,Greece,Greece,Tasos Bakasetas,57,FALSE,TRUE
2021-03-25,Sweden,Georgia,Sweden,Viktor Claesson,35,FALSE,FALSE
2021-03-25,Tajikistan,Mongolia,Tajikistan,Manuchekhr Dzhalilov,4,FALSE,FALSE
2021-03-25,Tajikistan,Mongolia,Tajikistan,Alisher Dzhalilov,50,FALSE,FALSE
2021-03-25,Tajikistan,Mongolia,Tajikistan,Shahrom Samiev,87,FALSE,FALSE
2021-03-25,Trinidad and Tobago,Guyana,Trinidad and Tobago,Levi García,7,FALSE,FALSE
2021-03-25,Trinidad and Tobago,Guyana,Trinidad and Tobago,Sheldon Bateau,15,FALSE,FALSE
2021-03-25,Trinidad and Tobago,Guyana,Trinidad and Tobago,Ryan Telfer,44,FALSE,FALSE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Dorny Romero,22,FALSE,TRUE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Nowend Lorenzo,25,FALSE,FALSE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Dorny Romero,27,FALSE,FALSE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Nowend Lorenzo,46,FALSE,FALSE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Domingo Peralta,66,FALSE,FALSE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Luis Espinal,75,FALSE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Nigel Hasselbaink,19,FALSE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Francois Croes,27,TRUE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Nigel Hasselbaink,37,FALSE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Nigel Hasselbaink,55,FALSE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Florian Jozefzoon,70,FALSE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Roland Alberg,74,FALSE,FALSE
2021-03-27,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Keithroy Freeman,25,FALSE,FALSE
2021-03-27,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Rowan Liburd,53,FALSE,TRUE
2021-03-27,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Keithroy Freeman,65,FALSE,FALSE
2021-03-27,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Omari Sterling-James,82,FALSE,FALSE
2021-03-27,Belarus,Estonia,Estonia,Henri Anier,31,FALSE,FALSE
2021-03-27,Belarus,Estonia,Belarus,Vitaly Lisakovich,45,FALSE,TRUE
2021-03-27,Belarus,Estonia,Estonia,Henri Anier,55,FALSE,FALSE
2021-03-27,Belarus,Estonia,Belarus,Yury Kendysh,64,FALSE,FALSE
2021-03-27,Belarus,Estonia,Belarus,Pavel Savitsky,81,FALSE,FALSE
2021-03-27,Belarus,Estonia,Belarus,Vitaly Lisakovich,83,FALSE,FALSE
2021-03-27,British Virgin Islands,Guatemala,Guatemala,Darwin Lom,21,FALSE,FALSE
2021-03-27,British Virgin Islands,Guatemala,Guatemala,Moisés Hernández,44,FALSE,FALSE
2021-03-27,British Virgin Islands,Guatemala,Guatemala,Robin Betancourth,81,FALSE,FALSE
2021-03-27,Croatia,Cyprus,Croatia,Mario Pašalić,40,FALSE,FALSE
2021-03-27,Czech Republic,Belgium,Czech Republic,Lukáš Provod,50,FALSE,FALSE
2021-03-27,Czech Republic,Belgium,Belgium,Romelu Lukaku,60,FALSE,FALSE
2021-03-27,Montenegro,Gibraltar,Montenegro,Fatos Bećiraj,25,FALSE,FALSE
2021-03-27,Montenegro,Gibraltar,Gibraltar,Reece Styche,30,FALSE,TRUE
2021-03-27,Montenegro,Gibraltar,Montenegro,Marko Simić,43,FALSE,FALSE
2021-03-27,Montenegro,Gibraltar,Montenegro,Žarko Tomašević,53,FALSE,FALSE
2021-03-27,Montenegro,Gibraltar,Montenegro,Stevan Jovetić,80,FALSE,FALSE
2021-03-27,Netherlands,Latvia,Netherlands,Steven Berghuis,32,FALSE,FALSE
2021-03-27,Netherlands,Latvia,Netherlands,Luuk de Jong,69,FALSE,FALSE
2021-03-27,Norway,Turkey,Turkey,Ozan Tufan,4,FALSE,FALSE
2021-03-27,Norway,Turkey,Turkey,Çağlar Söyüncü,28,FALSE,FALSE
2021-03-27,Norway,Turkey,Turkey,Ozan Tufan,59,FALSE,FALSE
2021-03-27,Republic of Ireland,Luxembourg,Luxembourg,Gerson Rodrigues,85,FALSE,FALSE
2021-03-27,Russia,Slovenia,Russia,Artem Dzyuba,26,FALSE,FALSE
2021-03-27,Russia,Slovenia,Russia,Artem Dzyuba,35,FALSE,FALSE
2021-03-27,Russia,Slovenia,Slovenia,Josip Iličić,36,FALSE,FALSE
2021-03-27,Serbia,Portugal,Portugal,Diogo Jota,11,FALSE,FALSE
2021-03-27,Serbia,Portugal,Portugal,Diogo Jota,36,FALSE,FALSE
2021-03-27,Serbia,Portugal,Serbia,Aleksandar Mitrović,46,FALSE,FALSE
2021-03-27,Serbia,Portugal,Serbia,Filip Kostić,60,FALSE,FALSE
2021-03-27,Slovakia,Malta,Malta,Luke Gambin,16,FALSE,FALSE
2021-03-27,Slovakia,Malta,Malta,Alexander Satariano,20,FALSE,FALSE
2021-03-27,Slovakia,Malta,Slovakia,David Strelec,49,FALSE,FALSE
2021-03-27,Slovakia,Malta,Slovakia,Milan Škriniar,53,FALSE,FALSE
2021-03-27,Turks and Caicos Islands,Nicaragua,Nicaragua,Juan Barrera,3,FALSE,FALSE
2021-03-27,Turks and Caicos Islands,Nicaragua,Nicaragua,Ariagner Smith,8,FALSE,FALSE
2021-03-27,Turks and Caicos Islands,Nicaragua,Nicaragua,Ariagner Smith,45,FALSE,FALSE
2021-03-27,Turks and Caicos Islands,Nicaragua,Nicaragua,Marvin Fletes,46,FALSE,FALSE
2021-03-27,Turks and Caicos Islands,Nicaragua,Nicaragua,Juan Barrera,59,FALSE,FALSE
2021-03-27,Turks and Caicos Islands,Nicaragua,Nicaragua,Dshon Forbes,78,FALSE,FALSE
2021-03-27,Turks and Caicos Islands,Nicaragua,Nicaragua,Matias Belli Moldskred,87,FALSE,FALSE
2021-03-27,United States Virgin Islands,Antigua and Barbuda,Antigua and Barbuda,Peter Byers,26,FALSE,FALSE
2021-03-27,United States Virgin Islands,Antigua and Barbuda,Antigua and Barbuda,Quinton Griffith,34,FALSE,TRUE
2021-03-27,United States Virgin Islands,Antigua and Barbuda,Antigua and Barbuda,Quinton Griffith,42,FALSE,FALSE
2021-03-28,Albania,England,England,Harry Kane,38,FALSE,FALSE
2021-03-28,Albania,England,England,Mason Mount,63,FALSE,FALSE
2021-03-28,Armenia,Iceland,Armenia,Tigran Barseghyan,53,FALSE,FALSE
2021-03-28,Armenia,Iceland,Armenia,Khoren Bayramyan,74,FALSE,FALSE
2021-03-28,Austria,Faroe Islands,Faroe Islands,Sonni Nattestad,19,FALSE,FALSE
2021-03-28,Austria,Faroe Islands,Austria,Aleksandar Dragović,30,FALSE,FALSE
2021-03-28,Austria,Faroe Islands,Austria,Christoph Baumgartner,37,FALSE,FALSE
2021-03-28,Austria,Faroe Islands,Austria,Saša Kalajdžić,44,FALSE,FALSE
2021-03-28,Bulgaria,Italy,Italy,Andrea Belotti,43,FALSE,TRUE
2021-03-28,Bulgaria,Italy,Italy,Manuel Locatelli,83,FALSE,FALSE
2021-03-28,Cuba,Curaçao,Curaçao,Leandro Bacuna,11,FALSE,FALSE
2021-03-28,Cuba,Curaçao,Cuba,Onel Hernández,27,FALSE,FALSE
2021-03-28,Cuba,Curaçao,Curaçao,Charlison Benschop,44,FALSE,FALSE
2021-03-28,Denmark,Moldova,Denmark,Kasper Dolberg,19,FALSE,TRUE
2021-03-28,Denmark,Moldova,Denmark,Mikkel Damsgaard,22,FALSE,FALSE
2021-03-28,Denmark,Moldova,Denmark,Mikkel Damsgaard,29,FALSE,FALSE
2021-03-28,Denmark,Moldova,Denmark,Jens Stryger Larsen,35,FALSE,FALSE
2021-03-28,Denmark,Moldova,Denmark,Mathias Jensen,39,FALSE,FALSE
2021-03-28,Denmark,Moldova,Denmark,Kasper Dolberg,48,FALSE,FALSE
2021-03-28,Denmark,Moldova,Denmark,Robert Skov,81,FALSE,FALSE
2021-03-28,Denmark,Moldova,Denmark,Marcus Ingvartsen,89,FALSE,FALSE
2021-03-28,Dominica,Panama,Panama,Briel Thomas,28,TRUE,FALSE
2021-03-28,Dominica,Panama,Dominica,Audel Laville,82,FALSE,FALSE
2021-03-28,Dominica,Panama,Panama,José Fajardo,85,FALSE,FALSE
2021-03-28,Georgia,Spain,Georgia,Khvicha Kvaratskhelia,44,FALSE,FALSE
2021-03-28,Georgia,Spain,Spain,Ferran Torres,56,FALSE,FALSE
2021-03-28,Georgia,Spain,Spain,Dani Olmo,90,FALSE,FALSE
2021-03-28,Israel,Scotland,Israel,Dor Peretz,44,FALSE,FALSE
2021-03-28,Israel,Scotland,Scotland,Ryan Fraser,56,FALSE,FALSE
2021-03-28,Kazakhstan,France,France,Ousmane Dembélé,19,FALSE,FALSE
2021-03-28,Kazakhstan,France,France,Serhiy Malyi,44,TRUE,FALSE
2021-03-28,Kosovo,Sweden,Sweden,Ludwig Augustinsson,12,FALSE,FALSE
2021-03-28,Kosovo,Sweden,Sweden,Alexander Isak,35,FALSE,FALSE
2021-03-28,Kosovo,Sweden,Sweden,Sebastian Larsson,70,FALSE,TRUE
2021-03-28,Montserrat,El Salvador,El Salvador,David Rugamas,4,FALSE,FALSE
2021-03-28,Montserrat,El Salvador,Montserrat,Lyle Taylor,89,FALSE,FALSE
2021-03-28,North Macedonia,Liechtenstein,North Macedonia,Enis Bardhi,7,FALSE,FALSE
2021-03-28,North Macedonia,Liechtenstein,North Macedonia,Aleksandar Trajkovski,51,FALSE,FALSE
2021-03-28,North Macedonia,Liechtenstein,North Macedonia,Aleksandar Trajkovski,54,FALSE,FALSE
2021-03-28,North Macedonia,Liechtenstein,North Macedonia,Elif Elmas,62,FALSE,FALSE
2021-03-28,North Macedonia,Liechtenstein,North Macedonia,Ilija Nestorovski,82,FALSE,TRUE
2021-03-28,Poland,Andorra,Poland,Robert Lewandowski,30,FALSE,FALSE
2021-03-28,Poland,Andorra,Poland,Robert Lewandowski,55,FALSE,FALSE
2021-03-28,Poland,Andorra,Poland,Karol Świderski,88,FALSE,FALSE
2021-03-28,Puerto Rico,Trinidad and Tobago,Trinidad and Tobago,Joevin Jones,54,FALSE,FALSE
2021-03-28,Puerto Rico,Trinidad and Tobago,Puerto Rico,Ricardo Rivera,72,FALSE,FALSE
2021-03-28,Romania,Germany,Germany,Serge Gnabry,17,FALSE,FALSE
2021-03-28,San Marino,Hungary,Hungary,Ádám Szalai,13,FALSE,TRUE
2021-03-28,San Marino,Hungary,Hungary,Roland Sallai,71,FALSE,FALSE
2021-03-28,San Marino,Hungary,Hungary,Nemanja Nikolić,88,FALSE,TRUE
2021-03-28,Switzerland,Lithuania,Switzerland,Xherdan Shaqiri,2,FALSE,FALSE
2021-03-28,Ukraine,Finland,Ukraine,Júnior Moraes,80,FALSE,FALSE
2021-03-28,Ukraine,Finland,Finland,Teemu Pukki,89,FALSE,TRUE
2021-03-29,Cayman Islands,Canada,Canada,Frank Sturing,6,FALSE,FALSE
2021-03-29,Cayman Islands,Canada,Canada,Cyle Larin,13,FALSE,FALSE
2021-03-29,Cayman Islands,Canada,Canada,David Wotherspoon,25,FALSE,FALSE
2021-03-29,Cayman Islands,Canada,Canada,Alphonso Davies,27,FALSE,TRUE
2021-03-29,Cayman Islands,Canada,Canada,Mark-Anthony Kaye,32,FALSE,FALSE
2021-03-29,Cayman Islands,Canada,Canada,Alistair Johnston,44,FALSE,FALSE
2021-03-29,Cayman Islands,Canada,Canada,Mark-Anthony Kaye,63,FALSE,FALSE
2021-03-29,Cayman Islands,Canada,Canada,Lucas Cavallini,68,FALSE,FALSE
2021-03-29,Cayman Islands,Canada,Canada,Alphonso Davies,73,FALSE,FALSE
2021-03-29,Cayman Islands,Canada,Canada,Lucas Cavallini,74,FALSE,FALSE
2021-03-29,Cayman Islands,Canada,Canada,Lucas Cavallini,76,FALSE,FALSE
2021-03-30,Azerbaijan,Serbia,Serbia,Aleksandar Mitrović,16,FALSE,FALSE
2021-03-30,Azerbaijan,Serbia,Azerbaijan,Emin Mahmudov,59,FALSE,TRUE
2021-03-30,Azerbaijan,Serbia,Serbia,Aleksandar Mitrović,81,FALSE,FALSE
2021-03-30,Barbados,Anguilla,Barbados,Emile Saimovici,81,FALSE,FALSE
2021-03-30,Belgium,Belarus,Belgium,Michy Batshuayi,14,FALSE,FALSE
2021-03-30,Belgium,Belarus,Belgium,Hans Vanaken,17,FALSE,FALSE
2021-03-30,Belgium,Belarus,Belgium,Leandro Trossard,38,FALSE,FALSE
2021-03-30,Belgium,Belarus,Belgium,Jérémy Doku,42,FALSE,FALSE
2021-03-30,Belgium,Belarus,Belgium,Dennis Praet,49,FALSE,FALSE
2021-03-30,Belgium,Belarus,Belgium,Christian Benteke,70,FALSE,FALSE
2021-03-30,Belgium,Belarus,Belgium,Leandro Trossard,74,FALSE,FALSE
2021-03-30,Belgium,Belarus,Belgium,Hans Vanaken,89,FALSE,FALSE
2021-03-30,Belize,Turks and Caicos Islands,Belize,Carlos Bernárdez,45,FALSE,FALSE
2021-03-30,Belize,Turks and Caicos Islands,Belize,Jesse August,47,FALSE,FALSE
2021-03-30,Belize,Turks and Caicos Islands,Belize,Carlos Bernárdez,48,FALSE,FALSE
2021-03-30,Belize,Turks and Caicos Islands,Belize,Deshawon Nembhard,81,FALSE,FALSE
2021-03-30,Belize,Turks and Caicos Islands,Belize,Deon McCaulay,90,FALSE,FALSE
2021-03-30,Bermuda,Aruba,Bermuda,Kane Crichlow,36,FALSE,FALSE
2021-03-30,Bermuda,Aruba,Bermuda,Jaylon Bather,40,FALSE,FALSE
2021-03-30,Bermuda,Aruba,Bermuda,Dante Leverock,57,FALSE,FALSE
2021-03-30,Bermuda,Aruba,Bermuda,Knory Scott,64,FALSE,FALSE
2021-03-30,Bermuda,Aruba,Bermuda,Kane Crichlow,80,FALSE,FALSE
2021-03-30,Croatia,Malta,Croatia,Ivan Perišić,62,FALSE,FALSE
2021-03-30,Croatia,Malta,Croatia,Luka Modrić,76,FALSE,TRUE
2021-03-30,Croatia,Malta,Croatia,Josip Brekalo,90,FALSE,FALSE
2021-03-30,Cyprus,Slovenia,Cyprus,Ioannis Pittas,42,FALSE,FALSE
2021-03-30,Gibraltar,Netherlands,Netherlands,Steven Berghuis,42,FALSE,FALSE
2021-03-30,Gibraltar,Netherlands,Netherlands,Luuk de Jong,55,FALSE,FALSE
2021-03-30,Gibraltar,Netherlands,Netherlands,Memphis Depay,61,FALSE,FALSE
2021-03-30,Gibraltar,Netherlands,Netherlands,Georginio Wijnaldum,62,FALSE,FALSE
2021-03-30,Gibraltar,Netherlands,Netherlands,Donyell Malen,64,FALSE,FALSE
2021-03-30,Gibraltar,Netherlands,Netherlands,Donny van de Beek,85,FALSE,FALSE
2021-03-30,Gibraltar,Netherlands,Netherlands,Memphis Depay,88,FALSE,FALSE
2021-03-30,Grenada,United States Virgin Islands,Grenada,Saydrel Lewis,33,FALSE,FALSE
2021-03-30,Guyana,Bahamas,Guyana,Terence Vancooten,8,FALSE,FALSE
2021-03-30,Guyana,Bahamas,Guyana,Kadell Daniel,54,FALSE,FALSE
2021-03-30,Guyana,Bahamas,Guyana,Omari Glasgow,75,FALSE,FALSE
2021-03-30,Guyana,Bahamas,Guyana,Emery Welshman,81,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Takumi Minamino,13,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Yuya Osako,23,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Daichi Kamada,26,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Hidemasa Morita,33,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Khash-Erdene Tuya,39,TRUE,FALSE
2021-03-30,Japan,Mongolia,Japan,Yuya Osako,55,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Sho Inagaki,68,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Junya Ito,73,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Kyogo Furuhashi,78,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Junya Ito,79,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Kyogo Furuhashi,87,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Yuya Osako,90,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Sho Inagaki,90,FALSE,FALSE
2021-03-30,Japan,Mongolia,Japan,Takuma Asano,90,FALSE,FALSE
2021-03-30,Luxembourg,Portugal,Luxembourg,Gerson Rodrigues,30,FALSE,FALSE
2021-03-30,Luxembourg,Portugal,Portugal,Diogo Jota,45,FALSE,FALSE
2021-03-30,Luxembourg,Portugal,Portugal,Cristiano Ronaldo,51,FALSE,FALSE
2021-03-30,Luxembourg,Portugal,Portugal,João Palhinha,80,FALSE,FALSE
2021-03-30,Montenegro,Norway,Norway,Alexander Sørloth,35,FALSE,FALSE
2021-03-30,Saint Vincent and the Grenadines,British Virgin Islands,Saint Vincent and the Grenadines,Oalex Anderson,10,FALSE,FALSE
2021-03-30,Saint Vincent and the Grenadines,British Virgin Islands,Saint Vincent and the Grenadines,Zidane Sam,20,FALSE,FALSE
2021-03-30,Saint Vincent and the Grenadines,British Virgin Islands,Saint Vincent and the Grenadines,Azinho Solomon,86,FALSE,FALSE
2021-03-30,Saudi Arabia,Palestine,Saudi Arabia,Yasser Al-Shahrani,37,FALSE,FALSE
2021-03-30,Saudi Arabia,Palestine,Saudi Arabia,Fahad Al-Muwallad,43,FALSE,FALSE
2021-03-30,Saudi Arabia,Palestine,Saudi Arabia,Saleh Al-Shehri,52,FALSE,FALSE
2021-03-30,Saudi Arabia,Palestine,Saudi Arabia,Saleh Al-Shehri,58,FALSE,FALSE
2021-03-30,Saudi Arabia,Palestine,Saudi Arabia,Salem Al-Dawsari,88,FALSE,TRUE
2021-03-30,Slovakia,Russia,Slovakia,Milan Škriniar,38,FALSE,FALSE
2021-03-30,Slovakia,Russia,Russia,Mário Fernandes,71,FALSE,FALSE
